Number of nets: 14
Temp	Prop-Cost	New-Cost
2.40049	32	32
2.40049	30	30
2.40049	35	30
2.40049	39	30
2.40049	35	30
2.40049	47	30
2.40049	39	30
2.40049	34	30
2.40049	40	30
2.40049	30	30
2.40049	35	30
2.28046	30	30
2.28046	30	30
2.28046	39	30
2.28046	40	30
2.28046	41	30
2.28046	42	30
2.28046	32	32
2.28046	34	34
2.28046	42	34
2.28046	36	34
2.28046	38	34
2.28046	45	34
2.28046	30	30
2.28046	40	30
2.28046	46	30
2.28046	35	30
2.28046	40	30
2.28046	46	30
2.28046	46	30
2.28046	34	34
2.28046	30	30
2.28046	34	30
2.28046	38	30
2.28046	38	30
2.28046	38	30
2.28046	32	32
2.28046	48	32
2.28046	49	32
2.28046	40	32
2.28046	54	32
2.28046	59	32
2.28046	45	32
2.16644	36	32
2.16644	29	29
2.16644	41	29
2.16644	39	29
2.16644	42	29
2.16644	34	29
2.16644	39	29
2.16644	35	29
2.16644	32	32
2.16644	34	32
2.16644	42	32
2.16644	44	32
2.16644	48	32
2.16644	35	32
2.16644	32	32
2.16644	44	32
2.16644	32	32
2.16644	38	38
2.16644	54	38
2.16644	46	38
2.16644	38	38
2.16644	38	38
2.16644	38	38
2.16644	46	38
2.16644	40	38
2.16644	44	38
2.16644	38	38
2.16644	42	38
2.16644	38	38
2.16644	45	38
2.16644	38	38
2.16644	40	38
2.05812	34	34
2.05812	36	34
2.05812	41	34
2.05812	33	33
2.05812	49	33
2.05812	44	33
2.05812	44	33
2.05812	44	33
2.05812	33	33
2.05812	39	33
2.05812	33	33
2.05812	45	33
2.05812	37	33
2.05812	44	33
2.05812	37	33
2.05812	33	33
2.05812	32	32
2.05812	33	33
2.05812	38	33
2.05812	36	33
2.05812	40	33
2.05812	33	33
2.05812	41	33
2.05812	38	33
2.05812	47	33
2.05812	41	33
2.05812	33	33
2.05812	33	33
2.05812	33	33
2.05812	44	33
2.05812	38	33
2.05812	30	30
1.95521	38	30
1.95521	30	30
1.95521	45	30
1.95521	45	30
1.95521	43	30
1.95521	35	30
1.95521	32	30
1.95521	34	30
1.95521	38	30
1.95521	49	30
1.95521	43	30
1.95521	37	30
1.95521	49	30
1.95521	45	30
1.95521	38	30
1.95521	33	33
1.95521	42	33
1.95521	32	32
1.95521	48	32
1.95521	32	32
1.95521	65	32
1.95521	48	32
1.95521	49	32
1.95521	37	32
1.95521	42	32
1.95521	34	32
1.95521	42	32
1.95521	30	30
1.95521	28	28
1.95521	30	30
1.95521	34	30
1.95521	27	27
1.56417	38	27
1.56417	36	27
1.56417	45	27
1.56417	27	27
1.56417	40	27
1.56417	34	27
1.56417	27	27
1.56417	37	27
1.56417	45	27
1.56417	34	27
1.56417	34	27
1.56417	35	27
1.56417	30	27
1.56417	42	27
1.56417	39	27
1.56417	49	27
1.56417	35	27
1.56417	35	27
1.56417	27	27
1.56417	36	27
1.56417	35	27
1.56417	29	27
1.56417	37	27
1.56417	36	27
1.56417	33	27
1.56417	45	27
1.56417	29	27
1.56417	36	27
1.56417	37	27
1.56417	29	27
1.56417	29	29
1.56417	38	29
1.25134	37	29
1.25134	39	29
1.25134	29	29
1.25134	35	29
1.25134	29	29
1.25134	33	29
1.25134	49	29
1.25134	45	29
1.25134	45	29
1.25134	36	29
1.25134	37	29
1.25134	32	29
1.25134	41	29
1.25134	37	29
1.25134	43	29
1.25134	29	29
1.25134	29	29
1.25134	43	29
1.25134	41	29
1.25134	45	29
1.25134	39	29
1.25134	29	29
1.25134	40	29
1.25134	49	29
1.25134	34	29
1.25134	49	29
1.25134	37	29
1.25134	36	29
1.25134	40	29
1.25134	30	29
1.25134	29	29
1.25134	41	29
1.18877	34	29
1.18877	37	29
1.18877	40	29
1.18877	38	29
1.18877	42	29
1.18877	41	29
1.18877	36	29
1.18877	30	30
1.18877	28	28
1.18877	43	28
1.18877	50	28
1.18877	46	28
1.18877	28	28
1.18877	32	28
1.18877	35	28
1.18877	29	28
1.18877	44	28
1.18877	34	28
1.18877	38	28
1.18877	38	28
1.18877	29	29
1.18877	37	29
1.18877	29	29
1.18877	39	29
1.18877	33	29
1.18877	29	29
1.18877	35	29
1.18877	40	29
1.18877	35	29
1.18877	32	29
1.18877	28	28
1.18877	40	28
1.12933	31	28
1.12933	40	28
1.12933	31	28
1.12933	32	28
1.12933	36	28
1.12933	38	28
1.12933	37	28
1.12933	39	28
1.12933	34	28
1.12933	32	28
1.12933	30	28
1.12933	36	28
1.12933	38	28
1.12933	31	28
1.12933	30	28
1.12933	30	28
1.12933	30	28
1.12933	29	28
1.12933	44	28
1.12933	39	28
1.12933	42	28
1.12933	31	28
1.12933	41	28
1.12933	33	28
1.12933	28	28
1.12933	36	28
1.12933	39	28
1.12933	41	28
1.12933	39	28
1.12933	36	28
1.12933	42	28
1.12933	30	28
0.903464	30	28
0.903464	41	28
0.903464	36	28
0.903464	43	28
0.903464	40	28
0.903464	30	28
0.903464	34	28
0.903464	31	28
0.903464	30	28
0.903464	52	28
0.903464	31	28
0.903464	31	28
0.903464	43	28
0.903464	28	28
0.903464	36	28
0.903464	38	28
0.903464	40	28
0.903464	31	28
0.903464	31	28
0.903464	33	28
0.903464	36	28
0.903464	30	28
0.903464	30	28
0.903464	30	28
0.903464	40	28
0.903464	33	28
0.903464	44	28
0.903464	31	28
0.903464	42	28
0.903464	28	28
0.903464	44	28
0.903464	34	28
0.722771	29	28
0.722771	34	28
0.722771	28	28
0.722771	42	28
0.722771	36	28
0.722771	31	28
0.722771	29	28
0.722771	40	28
0.722771	39	28
0.722771	29	28
0.722771	32	28
0.722771	34	28
0.722771	34	28
0.722771	28	28
0.722771	33	28
0.722771	34	28
0.722771	34	28
0.722771	31	28
0.722771	36	28
0.722771	36	28
0.722771	31	28
0.722771	34	28
0.722771	36	28
0.722771	34	28
0.722771	30	28
0.722771	29	28
0.722771	27	27
0.722771	37	27
0.722771	27	27
0.722771	34	27
0.722771	35	27
0.722771	30	27
0.578217	35	27
0.578217	30	27
0.578217	39	27
0.578217	31	27
0.578217	36	27
0.578217	31	27
0.578217	41	27
0.578217	40	27
0.578217	30	27
0.578217	31	27
0.578217	33	27
0.578217	39	27
0.578217	28	27
0.578217	33	27
0.578217	34	27
0.578217	30	27
0.578217	34	27
0.578217	42	27
0.578217	34	27
0.578217	34	27
0.578217	27	27
0.578217	42	27
0.578217	37	27
0.578217	31	27
0.578217	29	27
0.578217	33	27
0.578217	39	27
0.578217	36	27
0.578217	41	27
0.578217	40	27
0.578217	27	27
0.578217	55	27
0.462574	39	27
0.462574	41	27
0.462574	27	27
0.462574	40	27
0.462574	34	27
0.462574	27	27
0.462574	27	27
0.462574	37	27
0.462574	35	27
0.462574	29	27
0.462574	34	27
0.462574	37	27
0.462574	31	27
0.462574	28	28
0.462574	39	28
0.462574	37	28
0.462574	28	28
0.462574	45	28
0.462574	35	28
0.462574	44	28
0.462574	36	28
0.462574	36	28
0.462574	38	28
0.462574	39	28
0.462574	27	27
0.462574	35	27
0.462574	35	27
0.462574	46	27
0.462574	32	27
0.462574	28	27
0.462574	28	28
0.462574	31	28
0.439445	28	28
0.439445	35	28
0.439445	38	28
0.439445	36	28
0.439445	31	28
0.439445	31	28
0.439445	44	28
0.439445	31	28
0.439445	31	28
0.439445	44	28
0.439445	33	28
0.439445	52	28
0.439445	36	28
0.439445	28	28
0.439445	31	28
0.439445	42	28
0.439445	28	28
0.439445	40	28
0.439445	41	28
0.439445	44	28
0.439445	38	28
0.439445	41	28
0.439445	28	28
0.439445	33	28
0.439445	31	28
0.439445	28	28
0.439445	33	28
0.439445	42	28
0.439445	36	28
0.439445	36	28
0.439445	39	28
0.439445	34	28
0.417473	39	28
0.417473	34	28
0.417473	44	28
0.417473	39	28
0.417473	42	28
0.417473	29	28
0.417473	33	28
0.417473	40	28
0.417473	36	28
0.417473	34	28
0.417473	36	28
0.417473	34	28
0.417473	32	28
0.417473	30	28
0.417473	40	28
0.417473	33	28
0.417473	42	28
0.417473	37	28
0.417473	40	28
0.417473	25	25
0.417473	39	25
0.417473	42	25
0.417473	30	25
0.417473	37	25
0.417473	27	25
0.417473	29	25
0.417473	34	25
0.417473	28	25
0.417473	41	25
0.417473	27	25
0.417473	41	25
0.417473	28	25
0.333978	40	25
0.333978	34	25
0.333978	25	25
0.333978	42	25
0.333978	39	25
0.333978	35	25
0.333978	33	25
0.333978	37	25
0.333978	25	25
0.333978	37	25
0.333978	33	25
0.333978	31	25
0.333978	25	25
0.333978	31	25
0.333978	25	25
0.333978	42	25
0.333978	37	25
0.333978	28	25
0.333978	25	25
0.333978	33	25
0.333978	37	25
0.333978	37	25
0.333978	27	25
0.333978	37	25
0.333978	43	25
0.333978	30	25
0.333978	41	25
0.333978	34	25
0.333978	37	25
0.333978	25	25
0.333978	29	25
0.333978	43	25
0.317279	37	25
0.317279	31	25
0.317279	40	25
0.317279	44	25
0.317279	30	25
0.317279	35	25
0.317279	37	25
0.317279	31	25
0.317279	28	25
0.317279	32	25
0.317279	37	25
0.317279	43	25
0.317279	31	25
0.317279	27	25
0.317279	34	25
0.317279	43	25
0.317279	28	25
0.317279	36	25
0.317279	31	25
0.317279	27	25
0.317279	28	25
0.317279	28	25
0.317279	44	25
0.317279	42	25
0.317279	28	25
0.317279	32	25
0.317279	42	25
0.317279	32	25
0.317279	36	25
0.317279	39	25
0.317279	28	25
0.317279	37	25
0.253823	42	25
0.253823	28	25
0.253823	31	25
0.253823	41	25
0.253823	28	25
0.253823	32	25
0.253823	33	25
0.253823	27	25
0.253823	28	25
0.253823	30	25
0.253823	27	25
0.253823	33	25
0.253823	42	25
0.253823	28	25
0.253823	35	25
0.253823	25	25
0.253823	33	25
0.253823	42	25
0.253823	30	25
0.253823	35	25
0.253823	36	25
0.253823	33	25
0.253823	33	25
0.253823	25	25
0.253823	35	25
0.253823	35	25
0.253823	32	25
0.253823	32	25
0.253823	29	25
0.253823	38	25
0.253823	27	25
0.253823	37	25
0.203059	32	25
0.203059	44	25
0.203059	36	25
0.203059	32	25
0.203059	31	25
0.203059	27	25
0.203059	34	25
0.203059	25	25
0.203059	38	25
0.203059	40	25
0.203059	28	25
0.203059	39	25
0.203059	34	25
0.203059	34	25
0.203059	41	25
0.203059	37	25
0.203059	40	25
0.203059	33	25
0.203059	37	25
0.203059	34	25
0.203059	30	25
0.203059	31	25
0.203059	36	25
0.203059	34	25
0.203059	43	25
0.203059	28	25
0.203059	30	25
0.203059	28	25
0.203059	25	25
0.203059	37	25
0.203059	29	25
0.203059	37	25
0.162447	28	25
0.162447	30	25
0.162447	36	25
0.162447	28	25
0.162447	28	25
0.162447	40	25
0.162447	25	25
0.162447	29	25
0.162447	40	25
0.162447	42	25
0.162447	33	25
0.162447	39	25
0.162447	42	25
0.162447	41	25
0.162447	33	25
0.162447	27	25
0.162447	28	25
0.162447	27	25
0.162447	27	25
0.162447	27	25
0.162447	37	25
0.162447	35	25
0.162447	36	25
0.162447	33	25
0.162447	43	25
0.162447	32	25
0.162447	35	25
0.162447	37	25
0.162447	31	25
0.162447	37	25
0.162447	33	25
0.162447	25	25
0.129958	30	25
0.129958	41	25
0.129958	37	25
0.129958	43	25
0.129958	37	25
0.129958	39	25
0.129958	40	25
0.129958	38	25
0.129958	25	25
0.129958	38	25
0.129958	40	25
0.129958	40	25
0.129958	28	25
0.129958	37	25
0.129958	40	25
0.129958	37	25
0.129958	28	25
0.129958	25	25
0.129958	43	25
0.129958	31	25
0.129958	30	25
0.129958	49	25
0.129958	35	25
0.129958	37	25
0.129958	25	25
0.129958	42	25
0.129958	28	25
0.129958	30	25
0.129958	38	25
0.129958	33	25
0.129958	30	25
0.129958	27	25
0.103966	30	25
0.103966	31	25
0.103966	40	25
0.103966	25	25
0.103966	25	25
0.103966	27	25
0.103966	41	25
0.103966	34	25
0.103966	40	25
0.103966	40	25
0.103966	33	25
0.103966	30	25
0.103966	27	25
0.103966	27	25
0.103966	41	25
0.103966	37	25
0.103966	27	25
0.103966	31	25
0.103966	40	25
0.103966	37	25
0.103966	34	25
0.103966	33	25
0.103966	33	25
0.103966	28	25
0.103966	36	25
0.103966	27	25
0.103966	39	25
0.103966	25	25
0.103966	29	25
0.103966	28	25
0.103966	30	25
0.103966	27	25
0.0831729	37	25
0.0831729	25	25
0.0831729	40	25
0.0831729	30	25
0.0831729	32	25
0.0831729	35	25
0.0831729	42	25
0.0831729	32	25
0.0831729	40	25
0.0831729	43	25
0.0831729	38	25
0.0831729	28	25
0.0831729	25	25
0.0831729	36	25
0.0831729	33	25
0.0831729	25	25
0.0831729	44	25
0.0831729	40	25
0.0831729	39	25
0.0831729	30	25
0.0831729	33	25
0.0831729	27	25
0.0831729	28	25
0.0831729	28	25
0.0831729	28	25
0.0831729	39	25
0.0831729	27	25
0.0831729	28	25
0.0831729	33	25
0.0831729	36	25
0.0831729	28	25
0.0831729	40	25
0.0665383	34	25
0.0665383	25	25
0.0665383	40	25
0.0665383	49	25
0.0665383	28	25
0.0665383	37	25
0.0665383	30	25
0.0665383	34	25
0.0665383	25	25
0.0665383	29	25
0.0665383	38	25
0.0665383	33	25
0.0665383	34	25
0.0665383	30	25
0.0665383	42	25
0.0665383	32	25
0.0665383	37	25
0.0665383	28	25
0.0665383	33	25
0.0665383	33	25
0.0665383	40	25
0.0665383	28	25
0.0665383	49	25
0.0665383	30	25
0.0665383	43	25
0.0665383	38	25
0.0665383	25	25
0.0665383	36	25
0.0665383	33	25
0.0665383	30	25
0.0665383	35	25
0.0665383	28	25
0.0532306	38	25
0.0532306	44	25
0.0532306	33	25
0.0532306	37	25
0.0532306	27	25
0.0532306	36	25
0.0532306	37	25
0.0532306	38	25
0.0532306	31	25
0.0532306	40	25
0.0532306	29	25
0.0532306	37	25
0.0532306	40	25
0.0532306	33	25
0.0532306	37	25
0.0532306	33	25
0.0532306	36	25
0.0532306	28	25
0.0532306	43	25
0.0532306	30	25
0.0532306	41	25
0.0532306	27	25
0.0532306	30	25
0.0532306	30	25
0.0532306	32	25
0.0532306	28	25
0.0532306	43	25
0.0532306	27	25
0.0532306	37	25
0.0532306	27	25
0.0532306	40	25
0.0532306	29	25
0.0425845	30	25
0.0425845	33	25
0.0425845	42	25
0.0425845	27	25
0.0425845	33	25
0.0425845	27	25
0.0425845	35	25
0.0425845	33	25
0.0425845	37	25
0.0425845	37	25
0.0425845	33	25
0.0425845	30	25
0.0425845	37	25
0.0425845	28	25
0.0425845	25	25
0.0425845	38	25
0.0425845	34	25
0.0425845	42	25
0.0425845	39	25
0.0425845	37	25
0.0425845	37	25
0.0425845	35	25
0.0425845	40	25
0.0425845	37	25
0.0425845	30	25
0.0425845	40	25
0.0425845	26	25
0.0425845	43	25
0.0425845	33	25
0.0425845	40	25
0.0425845	30	25
0.0425845	32	25
0.0340676	34	25
0.0340676	42	25
0.0340676	39	25
0.0340676	33	25
0.0340676	31	25
0.0340676	25	25
0.0340676	40	25
0.0340676	37	25
0.0340676	33	25
0.0340676	37	25
0.0340676	33	25
0.0340676	28	25
0.0340676	29	25
0.0340676	43	25
0.0340676	43	25
0.0340676	30	25
0.0340676	36	25
0.0340676	25	25
0.0340676	36	25
0.0340676	40	25
0.0340676	25	25
0.0340676	30	25
0.0340676	39	25
0.0340676	35	25
0.0340676	25	25
0.0340676	31	25
0.0340676	37	25
0.0340676	40	25
0.0340676	34	25
0.0340676	30	25
0.0340676	36	25
0.0340676	43	25
0.0272541	36	25
0.0272541	42	25
0.0272541	27	25
0.0272541	39	25
0.0272541	31	25
0.0272541	28	25
0.0272541	25	25
0.0272541	41	25
0.0272541	34	25
0.0272541	43	25
0.0272541	36	25
0.0272541	30	25
0.0272541	29	25
0.0272541	38	25
0.0272541	36	25
0.0272541	29	25
0.0272541	37	25
0.0272541	41	25
0.0272541	36	25
0.0272541	27	25
0.0272541	40	25
0.0272541	33	25
0.0272541	34	25
0.0272541	40	25
0.0272541	40	25
0.0272541	25	25
0.0272541	29	25
0.0272541	39	25
0.0272541	33	25
0.0272541	29	25
0.0272541	39	25
0.0272541	38	25
0.0218033	30	25
0.0218033	37	25
0.0218033	37	25
0.0218033	25	25
0.0218033	31	25
0.0218033	42	25
0.0218033	42	25
0.0218033	31	25
0.0218033	40	25
0.0218033	29	25
0.0218033	40	25
0.0218033	30	25
0.0218033	40	25
0.0218033	35	25
0.0218033	37	25
0.0218033	32	25
0.0218033	43	25
0.0218033	25	25
0.0218033	25	25
0.0218033	27	25
0.0218033	37	25
0.0218033	27	25
0.0218033	32	25
0.0218033	30	25
0.0218033	29	25
0.0218033	37	25
0.0218033	32	25
0.0218033	39	25
0.0218033	41	25
0.0218033	37	25
0.0218033	30	25
0.0218033	28	25
0.0174426	33	25
0.0174426	26	25
0.0174426	31	25
0.0174426	29	25
0.0174426	39	25
0.0174426	33	25
0.0174426	35	25
0.0174426	28	25
0.0174426	37	25
0.0174426	40	25
0.0174426	36	25
0.0174426	28	25
0.0174426	49	25
0.0174426	25	25
0.0174426	37	25
0.0174426	33	25
0.0174426	32	25
0.0174426	33	25
0.0174426	44	25
0.0174426	43	25
0.0174426	25	25
0.0174426	40	25
0.0174426	43	25
0.0174426	49	25
0.0174426	37	25
0.0174426	29	25
0.0174426	31	25
0.0174426	33	25
0.0174426	42	25
0.0174426	41	25
0.0174426	40	25
0.0174426	25	25
0.0139541	40	25
0.0139541	31	25
0.0139541	33	25
0.0139541	37	25
0.0139541	43	25
0.0139541	30	25
0.0139541	33	25
0.0139541	38	25
0.0139541	37	25
0.0139541	30	25
0.0139541	27	25
0.0139541	44	25
0.0139541	30	25
0.0139541	37	25
0.0139541	31	25
0.0139541	33	25
0.0139541	43	25
0.0139541	34	25
0.0139541	28	25
0.0139541	28	25
0.0139541	26	25
0.0139541	28	25
0.0139541	37	25
0.0139541	40	25
0.0139541	35	25
0.0139541	30	25
0.0139541	25	25
0.0139541	33	25
0.0139541	40	25
0.0139541	25	25
0.0139541	27	25
0.0139541	35	25
0.0111633	43	25
0.0111633	32	25
0.0111633	28	25
0.0111633	41	25
0.0111633	38	25
0.0111633	25	25
0.0111633	33	25
0.0111633	25	25
0.0111633	37	25
0.0111633	31	25
0.0111633	33	25
0.0111633	25	25
0.0111633	28	25
0.0111633	39	25
0.0111633	30	25
0.0111633	37	25
0.0111633	37	25
0.0111633	28	25
0.0111633	26	25
0.0111633	33	25
0.0111633	28	25
0.0111633	27	25
0.0111633	25	25
0.0111633	28	25
0.0111633	40	25
0.0111633	29	25
0.0111633	42	25
0.0111633	35	25
0.0111633	31	25
0.0111633	31	25
0.0111633	35	25
0.0111633	33	25
0.00893062	25	25
0.00893062	37	25
0.00893062	25	25
0.00893062	32	25
0.00893062	35	25
0.00893062	33	25
0.00893062	37	25
0.00893062	27	25
0.00893062	25	25
0.00893062	40	25
0.00893062	30	25
0.00893062	32	25
0.00893062	29	25
0.00893062	25	25
0.00893062	28	25
0.00893062	30	25
0.00893062	28	25
0.00893062	33	25
0.00893062	37	25
0.00893062	42	25
0.00893062	28	25
0.00893062	28	25
0.00893062	31	25
0.00893062	40	25
0.00893062	37	25
0.00893062	36	25
0.00893062	29	25
0.00893062	25	25
0.00893062	25	25
0.00893062	30	25
0.00893062	40	25
0.00893062	44	25

********* FINAL PLACEMENT *********
ethernet -> 7
icmp -> 9
ipv4 -> 10
ipv6 -> 6
out -> 4
tcp -> 1
udp -> 5
vlan -> 11
